-0.0013626+6.5111e-20i,-0.00037542-1.4171e-19i,-0.0013626,-0.00037542
0.00091546+1.4937e-19i,0.00031749-3.1751e-18i,0.00091546,0.00031749
0.00057205-1.6469e-19i,0.00010319+3.4298e-18i,0.00057205,0.00010319
7.8993e-05-2.4752e-19i,2.3845e-05+3.6565e-19i,0.000078993,0.000023845
0.00015584-1.0676e-19i,4.8492e-05-2.1065e-20i,0.00015584,0.000048492
0.00012795-4.9312e-20i,2.1123e-05+8.9647e-19i,0.00012795,0.000021123
8.6979e-05+4.3184e-19i,3.9179e-05-1.5663e-18i,0.000086979,0.000039179
0.00012548+7.1813e-21i,3.4766e-05+1.0198e-19i,0.00012548,0.000034766
-0.00018169-2.3052e-19i,-6.0768e-05+1.988e-19i,-0.00018169,-0.000060768
-0.00011867+1.2352e-19i,-1.1722e-05-2.164e-19i,-0.00011867,-0.000011722
-0.00012407+2.5853e-20i,-2.4107e-05+2.3746e-19i,-0.00012407,-0.000024107
-0.00025665+9.0964e-20i,-4.2765e-05-1.9677e-19i,-0.00025665,-0.000042765
