   3.5207714e-03   5.6664835e-03   9.0822116e-03   1.8287668e-02   4.2003639e-02   9.1544939e-02   1.6911320e-01   1.7336709e-01   9.9307231e-02   4.9359782e-02   2.4683281e-02   1.5916240e-02   1.6078817e-02   2.5375435e-02   5.1325482e-02   1.0398110e-01   1.8247362e-01   1.7905899e-01   9.7882456e-02   4.5882638e-02   2.1227072e-02   1.2671528e-02   1.2711451e-02   2.1399304e-02   4.6377251e-02   9.9060871e-02   1.8133454e-01   1.8490013e-01   1.0543961e-01   5.2097267e-02   2.5809722e-02   1.6436993e-02   1.6433784e-02   2.5796423e-02   5.2060790e-02   1.0535594e-01   1.8474317e-01   1.8117051e-01   9.8963182e-02   4.6325362e-02   2.1372033e-02   1.2700723e-02   1.2689799e-02   2.1324962e-02   4.6190484e-02   9.8643000e-02   1.8055567e-01   1.8409333e-01   1.0497243e-01   5.1867247e-02   2.5700290e-02   1.6372621e-02   1.6373955e-02   2.5705858e-02   5.1882680e-02   1.0500825e-01   1.8416148e-01   1.8062824e-01   9.8687629e-02   4.6215979e-02   2.1341507e-02   1.2704787e-02   1.2721089e-02   2.1411721e-02   4.6417044e-02   9.9164529e-02   1.8154299e-01   1.8512666e-01   1.0557602e-01   5.2167021e-02   2.5844187e-02   1.6457508e-02   1.6450940e-02   2.5815892e-02   5.2085333e-02   1.0537811e-01   1.8473242e-01   1.8109947e-01   9.8867790e-02   4.6217447e-02   2.1231187e-02   1.2442747e-02   1.2053460e-02   1.9551875e-02   4.1394071e-02   8.7369121e-02   1.5886901e-01   1.6097951e-01   9.1037235e-02   4.4407266e-02   2.1381253e-02   1.2667972e-02   1.0900541e-02   1.3908936e-02   2.3415432e-02   4.1819511e-02   6.6860815e-02   5.8985181e-02   2.7056967e-02   8.4533324e-03
   5.2951941e-03   1.1307092e-02   2.4707104e-02   6.5153655e-02   1.8240734e-01   4.5349374e-01   6.6520577e-01   6.8534865e-01   4.9840778e-01   2.1937902e-01   9.3343574e-02   5.2859816e-02   5.3529398e-02   9.6335367e-02   2.2866545e-01   5.2249764e-01   7.2227849e-01   7.0575866e-01   4.8630589e-01   2.0032969e-01   7.7201827e-02   3.8650248e-02   3.8814830e-02   7.7950038e-02   2.0268761e-01   4.9245539e-01   7.1513770e-01   7.3236511e-01   5.3024827e-01   2.3239430e-01   9.8220761e-02   5.4996105e-02   5.4982574e-02   9.8162080e-02   2.3221865e-01   5.2980946e-01   7.3171892e-01   7.1446173e-01   4.9194473e-01   2.0244298e-01   7.7833723e-02   3.8770476e-02   3.8725288e-02   7.7628492e-02   2.0179740e-01   4.9026662e-01   7.1191539e-01   7.2900413e-01   5.2775823e-01   2.3127154e-01   9.7735266e-02   5.4724823e-02   5.4730422e-02   9.7759738e-02   2.3134556e-01   5.2794539e-01   7.2928383e-01   7.1221398e-01   4.9049957e-01   2.0191679e-01   7.7697793e-02   3.8785032e-02   3.8852473e-02   7.8003968e-02   2.0287934e-01   4.9299959e-01   7.1600314e-01   7.3331648e-01   5.3098298e-01   2.3273857e-01   9.8375654e-02   5.5084373e-02   5.5057450e-02   9.8253832e-02   2.3235407e-01   5.2996646e-01   7.3172091e-01   7.1419324e-01   4.9146128e-01   2.0196011e-01   7.7266681e-02   3.7758819e-02   3.6156523e-02   6.9983465e-02   1.7900763e-01   4.3157057e-01   6.2276398e-01   6.3321586e-01   4.5397646e-01   1.9542820e-01   7.9117487e-02   3.9646055e-02   3.2367639e-02   4.6825410e-02   9.6251672e-02   2.0017847e-01   2.5173711e-01   2.1672885e-01   1.2062623e-01   2.8843011e-02
   6.3988118e-03   1.6733992e-02   4.5009104e-02   1.4211622e-01   4.9421743e-01   9.7031460e-01   1.3324132e+00   1.3818154e+00   1.0877986e+00   6.1266815e-01   2.1314748e-01   1.0929122e-01   1.1076780e-01   2.2020401e-01   6.3860687e-01   1.1402305e+00   1.4565820e+00   1.4147692e+00   1.0422748e+00   5.4367179e-01   1.6876155e-01   7.3611120e-02   7.3972877e-02   1.7053502e-01   5.5033883e-01   1.0559282e+00   1.4343014e+00   1.4778227e+00   1.1580036e+00   6.4957503e-01   2.2477183e-01   1.1405125e-01   1.1402012e-01   2.2462836e-01   6.4906818e-01   1.1570199e+00   1.4764810e+00   1.4329003e+00   1.0547903e+00   5.4964925e-01   1.7026473e-01   7.3874661e-02   7.3774783e-02   1.6977547e-01   5.4781230e-01   1.0510377e+00   1.4275542e+00   1.4707113e+00   1.1522654e+00   6.4623491e-01   2.2355966e-01   1.1341474e-01   1.1342752e-01   2.2361908e-01   6.4644708e-01   1.1526824e+00   1.4712891e+00   1.4281708e+00   1.0515557e+00   5.4814711e-01   1.6993313e-01   7.3901296e-02   7.4050389e-02   1.7066320e-01   5.5088673e-01   1.0571479e+00   1.4361288e+00   1.4798624e+00   1.1597260e+00   6.5061927e-01   2.2516722e-01   1.1426571e-01   1.1420689e-01   2.2488202e-01   6.4955271e-01   1.1575260e+00   1.4766428e+00   1.4324546e+00   1.0537650e+00   5.4834907e-01   1.6903885e-01   7.1779139e-02   6.8266017e-02   1.5182076e-01   4.8363366e-01   9.2122018e-01   1.2427536e+00   1.2700856e+00   9.8412278e-01   5.4165648e-01   1.7896447e-01   8.0024557e-02   6.3971605e-02   1.0279827e-01   2.6445881e-01   4.3154859e-01   4.9849980e-01   4.2073773e-01   2.4356178e-01   7.1337320e-02
   7.1250954e-03   2.0781580e-02   6.1208194e-02   2.0420091e-01   7.2900495e-01   1.3812973e+00   1.8721633e+00   1.9599782e+00   1.5937189e+00   9.4938699e-01   3.3186371e-01   1.7111984e-01   1.7334453e-01   3.4251128e-01   9.8856518e-01   1.6691220e+00   2.0649637e+00   1.9877088e+00   1.4843799e+00   8.0256263e-01   2.4283226e-01   1.0188352e-01   1.0241955e-01   2.4550427e-01   8.1276930e-01   1.5045682e+00   2.0163329e+00   2.0965633e+00   1.6965985e+00   1.0065727e+00   3.5005003e-01   1.7872202e-01   1.7867174e-01   3.4982030e-01   1.0057681e+00   1.6951209e+00   2.0946070e+00   2.0143024e+00   1.5028915e+00   8.1171419e-01   2.4509698e-01   1.0227096e-01   1.0212178e-01   2.4435369e-01   8.0887672e-01   1.4972855e+00   2.0063732e+00   2.0858999e+00   1.6876396e+00   1.0010026e+00   3.4798354e-01   1.7760775e-01   1.7762815e-01   3.4807765e-01   1.0013362e+00   1.6882605e+00   2.0867359e+00   2.0072610e+00   1.4980446e+00   8.0938596e-01   2.4458857e-01   1.0230757e-01   1.0253033e-01   2.4569806e-01   8.1361925e-01   1.5064023e+00   2.0190695e+00   2.0996814e+00   1.6993528e+00   1.0083644e+00   3.5074887e-01   1.7911758e-01   1.7903046e-01   3.5032439e-01   1.0067706e+00   1.6962149e+00   2.0951855e+00   2.0139280e+00   1.5015540e+00   8.0983577e-01   2.4333075e-01   9.9250228e-02   9.4063260e-02   2.1748604e-01   7.1116392e-01   1.3064878e+00   1.7374578e+00   1.7899026e+00   1.4302539e+00   8.3138597e-01   2.7556275e-01   1.2389798e-01   9.9690201e-02   1.6056241e-01   4.1252132e-01   6.3564152e-01   7.0760033e-01   5.8716498e-01   3.4030586e-01   1.0171798e-01
   7.3413464e-03   2.1898263e-02   6.5159666e-02   2.1763462e-01   7.7732401e-01   1.4802197e+00   2.0235308e+00   2.1512962e+00   1.7919035e+00   1.1053301e+00   4.1170770e-01   2.2900342e-01   2.3159318e-01   4.2372854e-01   1.1483388e+00   1.8733779e+00   2.2635337e+00   2.1464681e+00   1.5899485e+00   8.5591211e-01   2.5924323e-01   1.0913065e-01   1.0972453e-01   2.6219920e-01   8.6722330e-01   1.6125392e+00   2.1789859e+00   2.3002832e+00   1.9064018e+00   1.1709257e+00   4.3379777e-01   2.3904823e-01   2.3898286e-01   4.3351281e-01   1.1699733e+00   1.9047007e+00   2.2980754e+00   2.1767219e+00   1.6106787e+00   8.6605198e-01   2.6174259e-01   1.0955387e-01   1.0938673e-01   2.6091084e-01   8.6286878e-01   1.6043168e+00   2.1675623e+00   2.2877401e+00   1.8954726e+00   1.1637822e+00   4.3091490e-01   2.3734622e-01   2.3737225e-01   4.3102972e-01   1.1641716e+00   1.8961787e+00   2.2886735e+00   2.1685429e+00   1.6051521e+00   8.6342988e-01   2.6117204e-01   1.0959496e-01   1.0984464e-01   2.6241410e-01   8.6818107e-01   1.6146415e+00   2.1821921e+00   2.3040522e+00   1.9098772e+00   1.1733209e+00   4.3482650e-01   2.3969674e-01   2.3959844e-01   4.3435894e-01   1.1716021e+00   1.9065310e+00   2.2992897e+00   2.1767509e+00   1.6094871e+00   8.6412349e-01   2.5983597e-01   1.0623286e-01   1.0051419e-01   2.3139128e-01   7.5538464e-01   1.3926279e+00   1.8651114e+00   1.9476154e+00   1.5906340e+00   9.5492165e-01   3.3656949e-01   1.6509328e-01   1.3685768e-01   2.0654024e-01   4.9474404e-01   7.3198133e-01   7.9154582e-01   6.4393432e-01   3.6847785e-01   1.0902126e-01
   7.0413101e-03   1.9876309e-02   5.5506701e-02   1.7573256e-01   6.0911678e-01   1.2129100e+00   1.7072475e+00   1.8657922e+00   1.6034689e+00   1.0260011e+00   4.5294981e-01   2.9957336e-01   3.0207864e-01   4.6369856e-01   1.0614788e+00   1.6710804e+00   1.9583614e+00   1.8075719e+00   1.3010594e+00   6.7063975e-01   2.1002573e-01   9.2888671e-02   9.3396371e-02   2.1249069e-01   6.7989473e-01   1.3205671e+00   1.8367733e+00   1.9927003e+00   1.7033518e+00   1.0846556e+00   4.7589406e-01   3.1210853e-01   3.1203388e-01   4.7559888e-01   1.0837746e+00   1.7018012e+00   1.9907310e+00   1.8347976e+00   1.3189811e+00   6.7892906e-01   2.1209694e-01   9.3241278e-02   9.3096085e-02   2.1139220e-01   6.7628118e-01   1.3133818e+00   1.8263822e+00   1.9807946e+00   1.6924447e+00   1.0770965e+00   4.7218858e-01   3.0949736e-01   3.0952634e-01   4.7230470e-01   1.0774495e+00   1.6930773e+00   1.9816145e+00   1.8272264e+00   1.3140853e+00   6.7673949e-01   2.1161638e-01   9.3281199e-02   9.3498241e-02   2.1266942e-01   6.8069397e-01   1.3224427e+00   1.8397768e+00   1.9964155e+00   1.7069881e+00   1.0873443e+00   4.7731934e-01   3.1319076e-01   3.1310111e-01   4.7692043e-01   1.0859708e+00   1.7042735e+00   1.9925487e+00   1.8353793e+00   1.3183164e+00   6.7749781e-01   2.1050264e-01   9.0354353e-02   8.5499051e-02   1.8695002e-01   5.8919880e-01   1.1327228e+00   1.5585489e+00   1.6683834e+00   1.4009077e+00   8.6863491e-01   3.6225382e-01   2.1690806e-01   1.8950464e-01   2.4563518e-01   4.8836821e-01   6.8783785e-01   7.1522430e-01   5.6386689e-01   3.1368853e-01   8.8781173e-02
   6.4597827e-03   1.6206158e-02   3.8933281e-02   1.0405104e-01   2.8598649e-01   7.1234286e-01   1.0694878e+00   1.2357813e+00   1.1305401e+00   7.0850817e-01   5.2097754e-01   4.6361312e-01   4.6580156e-01   5.2886177e-01   7.2731026e-01   1.1715175e+00   1.2915133e+00   1.1285739e+00   7.6213166e-01   3.1495204e-01   1.2535963e-01   6.4522346e-02   6.4861377e-02   1.2685534e-01   3.1955286e-01   7.7441581e-01   1.1484722e+00   1.3167071e+00   1.1972064e+00   7.4568469e-01   5.4443800e-01   4.8146527e-01   4.8138328e-01   5.4416655e-01   7.4511964e-01   1.1961168e+00   1.3153703e+00   1.1471844e+00   7.7343467e-01   3.1906047e-01   1.2659681e-01   6.4745501e-02   6.4646031e-02   1.2615829e-01   3.1771038e-01   7.6981085e-01   1.1412617e+00   1.3077788e+00   1.1882640e+00   7.3942619e-01   5.3934102e-01   4.7674638e-01   4.7677720e-01   5.3944430e-01   7.3964581e-01   1.1886973e+00   1.3083232e+00   1.1418013e+00   7.7023836e-01   3.1794122e-01   1.2630586e-01   6.4781068e-02   6.4929923e-02   1.2696174e-01   3.1995925e-01   7.7565195e-01   1.1506433e+00   1.3196467e+00   1.2003960e+00   7.4810947e-01   5.4658780e-01   4.8358320e-01   4.8351349e-01   5.4632307e-01   7.4743007e-01   1.1988224e+00   1.3173867e+00   1.1481006e+00   7.7333955e-01   3.1843580e-01   1.2556379e-01   6.2704122e-02   5.9496098e-02   1.1142660e-01   2.7504693e-01   6.5798328e-01   9.6241685e-01   1.0842845e+00   9.6362424e-01   5.8119032e-01   4.0652162e-01   3.4157306e-01   3.1759105e-01   3.2066185e-01   3.7897827e-01   5.3055328e-01   5.1000026e-01   3.7749545e-01   1.9798870e-01   4.4690468e-02
   5.9053593e-03   1.2946181e-02   2.5834587e-02   5.6759504e-02   1.2781596e-01   2.5977667e-01   4.0807972e-01   5.4353161e-01   6.5510170e-01   7.4656285e-01   8.9612930e-01   1.0096193e+00   1.0117230e+00   9.0252399e-01   7.5760895e-01   6.7150524e-01   5.6313272e-01   4.2784637e-01   2.7684598e-01   1.4077442e-01   6.8573250e-02   4.1329341e-02   4.1533850e-02   6.9404217e-02   1.4299323e-01   2.8183189e-01   4.3652082e-01   5.7608311e-01   6.8904934e-01   7.7974859e-01   9.3096559e-01   1.0453807e+00   1.0452752e+00   9.3066697e-01   7.7929847e-01   6.8848115e-01   5.7549650e-01   4.3600123e-01   2.8143594e-01   1.4273864e-01   6.9241978e-02   4.1449725e-02   4.1387024e-02   6.8987456e-02   1.4205799e-01   2.7989540e-01   4.3327835e-01   5.7133882e-01   6.8269809e-01   7.7181880e-01   9.2097504e-01   1.0340030e+00   1.0340411e+00   9.2108395e-01   7.7198616e-01   6.8291480e-01   5.7156888e-01   4.3348889e-01   2.8006314e-01   1.4217495e-01   6.9078812e-02   4.1478320e-02   4.1572326e-02   6.9460167e-02   1.4319396e-01   2.8236789e-01   4.3756010e-01   5.7778155e-01   6.9154969e-01   7.8314206e-01   9.3551140e-01   1.0507607e+00   1.0507096e+00   9.3534178e-01   7.8280798e-01   6.9098966e-01   5.7704472e-01   4.3674670e-01   2.8158638e-01   1.4249689e-01   6.8646767e-02   4.0163728e-02   3.8262827e-02   6.0937387e-02   1.2198909e-01   2.3579802e-01   3.5794651e-01   4.6115156e-01   5.3678294e-01   5.9168814e-01   6.9222062e-01   7.6197481e-01   7.3922384e-01   6.2306229e-01   4.7279150e-01   3.6273572e-01   2.5858465e-01   1.6258839e-01   8.0134153e-02   2.2091690e-02
   5.5229937e-03   1.0856248e-02   1.8379245e-02   3.4026344e-02   6.7362410e-02   1.3067850e-01   2.3515492e-01   4.1366064e-01   7.4450164e-01   1.3574228e+00   2.2978268e+00   2.9409825e+00   2.9435953e+00   2.3047418e+00   1.3662936e+00   7.5399251e-01   4.2285091e-01   2.4347143e-01   1.3784844e-01   7.3612035e-02   4.0568696e-02   2.7565243e-02   2.7694571e-02   4.1075283e-02   7.4909021e-02   1.4077606e-01   2.4942650e-01   4.3445420e-01   7.7645674e-01   1.4090527e+00   2.3788666e+00   3.0402850e+00   3.0400908e+00   2.3783854e+00   1.4085127e+00   7.7596747e-01   4.3405244e-01   2.4911575e-01   1.4054697e-01   7.4746009e-02   4.0959171e-02   2.7625186e-02   2.7582613e-02   4.0792637e-02   7.4318622e-02   1.3957248e-01   2.4709584e-01   4.3002473e-01   7.6799990e-01   1.3931241e+00   2.3516105e+00   3.0054477e+00   3.0055144e+00   2.3517770e+00   1.3933143e+00   7.6817638e-01   4.3017365e-01   2.4721496e-01   1.3966460e-01   7.4390075e-02   4.0854682e-02   2.7647774e-02   2.7711795e-02   4.1104892e-02   7.5031469e-02   1.4112563e-01   2.5024093e-01   4.3620315e-01   7.8009523e-01   1.4163157e+00   2.3917543e+00   3.0571522e+00   3.0571314e+00   2.3916761e+00   1.4161608e+00   7.7986746e-01   4.3592895e-01   2.4994472e-01   1.4081934e-01   7.4695200e-02   4.0634029e-02   2.6832631e-02   2.5664076e-02   3.6072419e-02   6.3095446e-02   1.1491290e-01   1.9804082e-01   3.3656365e-01   5.9069453e-01   1.0605244e+00   1.7785533e+00   2.2562295e+00   2.2296185e+00   1.7073742e+00   9.6783986e-01   4.9112940e-01   2.4166702e-01   1.1566215e-01   4.9486264e-02   1.4421015e-02
   5.3066208e-03   9.7498036e-03   1.4831513e-02   2.4681016e-02   4.6884470e-02   9.7599890e-02   2.1606023e-01   5.1118593e-01   1.2816580e+00   3.2532786e+00   7.4300855e+00   1.0060194e+01   1.0065225e+01   7.4419543e+00   3.2636576e+00   1.2896534e+00   5.1730365e-01   2.2083405e-01   1.0150390e-01   5.0433575e-02   2.8659653e-02   2.0710182e-02   2.0805346e-02   2.9035779e-02   5.1435719e-02   1.0401046e-01   2.2702452e-01   5.3290722e-01   1.3300976e+00   3.3680637e+00   7.6827790e+00   1.0394606e+01   1.0394042e+01   7.6815031e+00   3.3670516e+00   1.3294339e+00   5.3247544e-01   2.2673706e-01   1.0381288e-01   5.1294222e-02   2.8930886e-02   2.0734953e-02   2.0700387e-02   2.8795064e-02   5.0933749e-02   1.0290864e-01   2.2448401e-01   5.2673711e-01   1.3144394e+00   3.3282002e+00   7.5920766e+00   1.0272456e+01   1.0272642e+01   7.5924980e+00   3.3285381e+00   1.3146654e+00   5.2688779e-01   2.2458747e-01   1.0298311e-01   5.0991708e-02   2.8846472e-02   2.0754918e-02   2.0807116e-02   2.9051285e-02   5.1534265e-02   1.0434178e-01   2.2796808e-01   5.3548823e-01   1.3371181e+00   3.3866673e+00   7.7261803e+00   1.0454194e+01   1.0454290e+01   7.7263649e+00   3.3867511e+00   1.3370956e+00   5.3541094e-01   2.2786268e-01   1.0421170e-01   5.1358739e-02   2.8761638e-02   2.0219506e-02   1.9391344e-02   2.5502777e-02   4.2747185e-02   8.2917247e-02   1.7596933e-01   4.0626160e-01   1.0056025e+00   2.5359392e+00   5.7669069e+00   7.7720360e+00   7.7268956e+00   5.6586659e+00   2.4381378e+00   9.2719808e-01   3.4520967e-01   1.2889419e-01   4.6274006e-02   1.2800415e-02
