0.00033231+3.3867e-09i,0.00012242+1.2298e-06i,0.00033231,0.00012242
0.00036025+3.468e-08i,-1.7287e-05-9.2389e-07i,0.00036025,-0.000017287
-0.00061296-3.8143e-08i,-8.1036e-05-2.3003e-07i,-0.00061296,-0.000081036
2.4012e-05-2.8403e-10i,6.6499e-06+2.9976e-08i,0.000024012,6.6499E-06
5.8767e-05+4.5897e-09i,1.5764e-05+4.6631e-08i,0.000058767,0.000015764
5.2777e-06-8.5881e-09i,3.5814e-06-7.0861e-08i,5.2777E-06,3.5814E-06
-1.2854e-05+8.0597e-09i,-5.6545e-07-8.2105e-08i,-0.000012854,-5.6545E-07
-5.2709e-05+8.6916e-10i,-3.9287e-05+1.5096e-07i,-0.000052709,-0.000039287
-1.0369e-05-5.2324e-10i,5.4685e-06+1.0847e-07i,-0.000010369,5.4685E-06
4.5088e-06-3.8855e-09i,7.5207e-06+4.6191e-08i,4.5088E-06,7.5207E-06
1.8582e-05-7.179e-09i,1.2547e-05+1.1136e-07i,0.000018582,0.000012547
-4.341e-05-1.9347e-09i,2.3415e-06+5.2817e-08i,-0.00004341,2.3415E-06
